"","Age","Risk.factor","Sex","variable","value"
"10905",50,"Immunocompromised","Female","Alzheimers",1
"10906",55,"Immunocompromised","Female","Alzheimers",1
"10907",60,"Immunocompromised","Female","Alzheimers",1
"10908",65,"Immunocompromised","Female","Alzheimers",1
"10909",70,"Immunocompromised","Female","Alzheimers",1
"10910",75,"Immunocompromised","Female","Alzheimers",1
"10911",80,"Immunocompromised","Female","Alzheimers",1
"10912",85,"Immunocompromised","Female","Alzheimers",1
"10913",0,"Immunocompromised","Female","Assault",1
"10914",15,"Immunocompromised","Female","Assault",1
"10915",20,"Immunocompromised","Female","Assault",1
"10916",25,"Immunocompromised","Female","Assault",1
"10917",30,"Immunocompromised","Female","Assault",1
"10918",35,"Immunocompromised","Female","Assault",1
"10919",40,"Immunocompromised","Female","Assault",1
"10920",45,"Immunocompromised","Female","Assault",1
"10921",50,"Immunocompromised","Female","Assault",1
"10922",55,"Immunocompromised","Female","Assault",1
"10923",60,"Immunocompromised","Female","Assault",1
"10924",65,"Immunocompromised","Female","Assault",1
"10925",70,"Immunocompromised","Female","Assault",1
"10926",75,"Immunocompromised","Female","Assault",1
"10927",80,"Immunocompromised","Female","Assault",1
"10928",85,"Immunocompromised","Female","Assault",1
"10929",0,"Immunocompromised","Female","BreastCancer",1.15
"10930",15,"Immunocompromised","Female","BreastCancer",1.15
"10931",20,"Immunocompromised","Female","BreastCancer",1.15
"10932",25,"Immunocompromised","Female","BreastCancer",1.15
"10933",30,"Immunocompromised","Female","BreastCancer",1.15
"10934",35,"Immunocompromised","Female","BreastCancer",1.15
"10935",40,"Immunocompromised","Female","BreastCancer",1.15
"10936",45,"Immunocompromised","Female","BreastCancer",1.15
"10937",50,"Immunocompromised","Female","BreastCancer",1.15
"10938",55,"Immunocompromised","Female","BreastCancer",1.15
"10939",60,"Immunocompromised","Female","BreastCancer",1.15
"10940",65,"Immunocompromised","Female","BreastCancer",1.15
"10941",70,"Immunocompromised","Female","BreastCancer",1.15
"10942",75,"Immunocompromised","Female","BreastCancer",1.15
"10943",80,"Immunocompromised","Female","BreastCancer",1.15
"10944",85,"Immunocompromised","Female","BreastCancer",1.15
"10945",0,"Immunocompromised","Female","CerebrovascularDisease",1
"10946",15,"Immunocompromised","Female","CerebrovascularDisease",1
"10947",20,"Immunocompromised","Female","CerebrovascularDisease",1
"10948",25,"Immunocompromised","Female","CerebrovascularDisease",1
"10949",30,"Immunocompromised","Female","CerebrovascularDisease",1
"10950",35,"Immunocompromised","Female","CerebrovascularDisease",1
"10951",40,"Immunocompromised","Female","CerebrovascularDisease",1
"10952",45,"Immunocompromised","Female","CerebrovascularDisease",1
"10953",50,"Immunocompromised","Female","CerebrovascularDisease",1
"10954",55,"Immunocompromised","Female","CerebrovascularDisease",1
"10955",60,"Immunocompromised","Female","CerebrovascularDisease",1
"10956",65,"Immunocompromised","Female","CerebrovascularDisease",1
"10957",70,"Immunocompromised","Female","CerebrovascularDisease",1
"10958",75,"Immunocompromised","Female","CerebrovascularDisease",1
"10959",80,"Immunocompromised","Female","CerebrovascularDisease",1
"10960",85,"Immunocompromised","Female","CerebrovascularDisease",1
"10961",0,"Immunocompromised","Female","CervicalCancer",2.13
"10962",15,"Immunocompromised","Female","CervicalCancer",2.13
"10963",20,"Immunocompromised","Female","CervicalCancer",2.13
"10964",25,"Immunocompromised","Female","CervicalCancer",2.13
"10965",30,"Immunocompromised","Female","CervicalCancer",2.13
"10966",35,"Immunocompromised","Female","CervicalCancer",2.13
"10967",40,"Immunocompromised","Female","CervicalCancer",2.13
"10968",45,"Immunocompromised","Female","CervicalCancer",2.13
"10969",50,"Immunocompromised","Female","CervicalCancer",2.13
"10970",55,"Immunocompromised","Female","CervicalCancer",2.13
"10971",60,"Immunocompromised","Female","CervicalCancer",2.13
"10972",65,"Immunocompromised","Female","CervicalCancer",2.13
"10973",70,"Immunocompromised","Female","CervicalCancer",2.13
"10974",75,"Immunocompromised","Female","CervicalCancer",2.13
"10975",80,"Immunocompromised","Female","CervicalCancer",2.13
"10976",85,"Immunocompromised","Female","CervicalCancer",2.13
"10977",0,"Immunocompromised","Female","ChronicLiverDisease",1
"10978",15,"Immunocompromised","Female","ChronicLiverDisease",1
"10979",20,"Immunocompromised","Female","ChronicLiverDisease",1
"10980",25,"Immunocompromised","Female","ChronicLiverDisease",1
"10981",30,"Immunocompromised","Female","ChronicLiverDisease",1
"10982",35,"Immunocompromised","Female","ChronicLiverDisease",1
"10983",40,"Immunocompromised","Female","ChronicLiverDisease",1
"10984",45,"Immunocompromised","Female","ChronicLiverDisease",1
"10985",50,"Immunocompromised","Female","ChronicLiverDisease",1
"10986",55,"Immunocompromised","Female","ChronicLiverDisease",1
"10987",60,"Immunocompromised","Female","ChronicLiverDisease",1
"10988",65,"Immunocompromised","Female","ChronicLiverDisease",1
"10989",70,"Immunocompromised","Female","ChronicLiverDisease",1
"10990",75,"Immunocompromised","Female","ChronicLiverDisease",1
"10991",80,"Immunocompromised","Female","ChronicLiverDisease",1
"10992",85,"Immunocompromised","Female","ChronicLiverDisease",1
"10993",0,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"10994",15,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"10995",20,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"10996",25,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"10997",30,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"10998",35,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"10999",40,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11000",45,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11001",50,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11002",55,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11003",60,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11004",65,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11005",70,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11006",75,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11007",80,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11008",85,"Immunocompromised","Female","ChronicLowerRespiratoryDisease",1
"11009",0,"Immunocompromised","Female","ColorectalCancer",1.69
"11010",15,"Immunocompromised","Female","ColorectalCancer",1.69
"11011",20,"Immunocompromised","Female","ColorectalCancer",1.69
"11012",25,"Immunocompromised","Female","ColorectalCancer",1.69
"11013",30,"Immunocompromised","Female","ColorectalCancer",1.69
"11014",35,"Immunocompromised","Female","ColorectalCancer",1.69
"11015",40,"Immunocompromised","Female","ColorectalCancer",1.69
"11016",45,"Immunocompromised","Female","ColorectalCancer",1.69
"11017",50,"Immunocompromised","Female","ColorectalCancer",1.69
"11018",55,"Immunocompromised","Female","ColorectalCancer",1.69
"11019",60,"Immunocompromised","Female","ColorectalCancer",1.69
"11020",65,"Immunocompromised","Female","ColorectalCancer",1.69
"11021",70,"Immunocompromised","Female","ColorectalCancer",1.69
"11022",75,"Immunocompromised","Female","ColorectalCancer",1.69
"11023",80,"Immunocompromised","Female","ColorectalCancer",1.69
"11024",85,"Immunocompromised","Female","ColorectalCancer",1.69
"11025",0,"Immunocompromised","Female","HeartDiseases",1
"11026",15,"Immunocompromised","Female","HeartDiseases",1
"11027",20,"Immunocompromised","Female","HeartDiseases",1
"11028",25,"Immunocompromised","Female","HeartDiseases",1
"11029",30,"Immunocompromised","Female","HeartDiseases",1
"11030",35,"Immunocompromised","Female","HeartDiseases",1
"11031",40,"Immunocompromised","Female","HeartDiseases",1
"11032",45,"Immunocompromised","Female","HeartDiseases",1
"11033",50,"Immunocompromised","Female","HeartDiseases",1
"11034",55,"Immunocompromised","Female","HeartDiseases",1
"11035",60,"Immunocompromised","Female","HeartDiseases",1
"11036",65,"Immunocompromised","Female","HeartDiseases",1
"11037",70,"Immunocompromised","Female","HeartDiseases",1
"11038",75,"Immunocompromised","Female","HeartDiseases",1
"11039",80,"Immunocompromised","Female","HeartDiseases",1
"11040",85,"Immunocompromised","Female","HeartDiseases",1
"11041",0,"Immunocompromised","Female","Hypertension",1
"11042",15,"Immunocompromised","Female","Hypertension",1
"11043",20,"Immunocompromised","Female","Hypertension",1
"11044",25,"Immunocompromised","Female","Hypertension",1
"11045",30,"Immunocompromised","Female","Hypertension",1
"11046",35,"Immunocompromised","Female","Hypertension",1
"11047",40,"Immunocompromised","Female","Hypertension",1
"11048",45,"Immunocompromised","Female","Hypertension",1
"11049",50,"Immunocompromised","Female","Hypertension",1
"11050",55,"Immunocompromised","Female","Hypertension",1
"11051",60,"Immunocompromised","Female","Hypertension",1
"11052",65,"Immunocompromised","Female","Hypertension",1
"11053",70,"Immunocompromised","Female","Hypertension",1
"11054",75,"Immunocompromised","Female","Hypertension",1
"11055",80,"Immunocompromised","Female","Hypertension",1
"11056",85,"Immunocompromised","Female","Hypertension",1
"11057",0,"Immunocompromised","Female","InfluenzaPneumonia",1
"11058",15,"Immunocompromised","Female","InfluenzaPneumonia",1
"11059",20,"Immunocompromised","Female","InfluenzaPneumonia",1
"11060",25,"Immunocompromised","Female","InfluenzaPneumonia",1
"11061",30,"Immunocompromised","Female","InfluenzaPneumonia",1
"11062",35,"Immunocompromised","Female","InfluenzaPneumonia",1
"11063",40,"Immunocompromised","Female","InfluenzaPneumonia",1
"11064",45,"Immunocompromised","Female","InfluenzaPneumonia",1
"11065",50,"Immunocompromised","Female","InfluenzaPneumonia",1
"11066",55,"Immunocompromised","Female","InfluenzaPneumonia",1
"11067",60,"Immunocompromised","Female","InfluenzaPneumonia",1
"11068",65,"Immunocompromised","Female","InfluenzaPneumonia",1
"11069",70,"Immunocompromised","Female","InfluenzaPneumonia",1
"11070",75,"Immunocompromised","Female","InfluenzaPneumonia",1
"11071",80,"Immunocompromised","Female","InfluenzaPneumonia",1
"11072",85,"Immunocompromised","Female","InfluenzaPneumonia",1
"11073",0,"Immunocompromised","Female","LungCancer",2.18
"11074",15,"Immunocompromised","Female","LungCancer",2.18
"11075",20,"Immunocompromised","Female","LungCancer",2.18
"11076",25,"Immunocompromised","Female","LungCancer",2.18
"11077",30,"Immunocompromised","Female","LungCancer",2.18
"11078",35,"Immunocompromised","Female","LungCancer",2.18
"11079",40,"Immunocompromised","Female","LungCancer",2.18
"11080",45,"Immunocompromised","Female","LungCancer",2.18
"11081",50,"Immunocompromised","Female","LungCancer",2.18
"11082",55,"Immunocompromised","Female","LungCancer",2.18
"11083",60,"Immunocompromised","Female","LungCancer",2.18
"11084",65,"Immunocompromised","Female","LungCancer",2.18
"11085",70,"Immunocompromised","Female","LungCancer",2.18
"11086",75,"Immunocompromised","Female","LungCancer",2.18
"11087",80,"Immunocompromised","Female","LungCancer",2.18
"11088",85,"Immunocompromised","Female","LungCancer",2.18
"11089",0,"Immunocompromised","Female","MaternalMortality",1
"11090",15,"Immunocompromised","Female","MaternalMortality",1
"11091",20,"Immunocompromised","Female","MaternalMortality",1
"11092",25,"Immunocompromised","Female","MaternalMortality",1
"11093",30,"Immunocompromised","Female","MaternalMortality",1
"11094",35,"Immunocompromised","Female","MaternalMortality",1
"11095",40,"Immunocompromised","Female","MaternalMortality",1
"11096",45,"Immunocompromised","Female","MaternalMortality",1
"11097",50,"Immunocompromised","Female","MaternalMortality",1
"11098",55,"Immunocompromised","Female","MaternalMortality",1
"11099",60,"Immunocompromised","Female","MaternalMortality",1
"11100",65,"Immunocompromised","Female","MaternalMortality",1
"11101",70,"Immunocompromised","Female","MaternalMortality",1
"11102",75,"Immunocompromised","Female","MaternalMortality",1
"11103",80,"Immunocompromised","Female","MaternalMortality",1
"11104",85,"Immunocompromised","Female","MaternalMortality",1
"11105",0,"Immunocompromised","Female","OtherCancer",2.31108
"11106",15,"Immunocompromised","Female","OtherCancer",2.31108
"11107",20,"Immunocompromised","Female","OtherCancer",2.31108
"11108",25,"Immunocompromised","Female","OtherCancer",2.31108
"11109",30,"Immunocompromised","Female","OtherCancer",2.31108
"11110",35,"Immunocompromised","Female","OtherCancer",2.31108
"11111",40,"Immunocompromised","Female","OtherCancer",2.31108
"11112",45,"Immunocompromised","Female","OtherCancer",2.31108
"11113",50,"Immunocompromised","Female","OtherCancer",2.31108
"11114",55,"Immunocompromised","Female","OtherCancer",2.31108
"11115",60,"Immunocompromised","Female","OtherCancer",2.31108
"11116",65,"Immunocompromised","Female","OtherCancer",2.31108
"11117",70,"Immunocompromised","Female","OtherCancer",2.31108
"11118",75,"Immunocompromised","Female","OtherCancer",2.31108
"11119",80,"Immunocompromised","Female","OtherCancer",2.31108
"11120",85,"Immunocompromised","Female","OtherCancer",2.31108
"11121",0,"Immunocompromised","Female","Overdose",1
"11122",15,"Immunocompromised","Female","Overdose",1
"11123",20,"Immunocompromised","Female","Overdose",1
"11124",25,"Immunocompromised","Female","Overdose",1
"11125",30,"Immunocompromised","Female","Overdose",1
"11126",35,"Immunocompromised","Female","Overdose",1
"11127",40,"Immunocompromised","Female","Overdose",1
"11128",45,"Immunocompromised","Female","Overdose",1
"11129",50,"Immunocompromised","Female","Overdose",1
"11130",55,"Immunocompromised","Female","Overdose",1
"11131",60,"Immunocompromised","Female","Overdose",1
"11132",65,"Immunocompromised","Female","Overdose",1
"11133",70,"Immunocompromised","Female","Overdose",1
"11134",75,"Immunocompromised","Female","Overdose",1
"11135",80,"Immunocompromised","Female","Overdose",1
"11136",85,"Immunocompromised","Female","Overdose",1
"11137",0,"Immunocompromised","Female","Parkinsons",1
"11138",15,"Immunocompromised","Female","Parkinsons",1
"11139",20,"Immunocompromised","Female","Parkinsons",1
"11140",25,"Immunocompromised","Female","Parkinsons",1
"11141",30,"Immunocompromised","Female","Parkinsons",1
"11142",35,"Immunocompromised","Female","Parkinsons",1
"11143",40,"Immunocompromised","Female","Parkinsons",1
"11144",45,"Immunocompromised","Female","Parkinsons",1
"11145",50,"Immunocompromised","Female","Parkinsons",1
"11146",55,"Immunocompromised","Female","Parkinsons",1
"11147",60,"Immunocompromised","Female","Parkinsons",1
"11148",65,"Immunocompromised","Female","Parkinsons",1
"11149",70,"Immunocompromised","Female","Parkinsons",1
"11150",75,"Immunocompromised","Female","Parkinsons",1
"11151",80,"Immunocompromised","Female","Parkinsons",1
"11152",85,"Immunocompromised","Female","Parkinsons",1
"11153",0,"Immunocompromised","Female","ProstateCancer",1
"11154",15,"Immunocompromised","Female","ProstateCancer",1
"11155",20,"Immunocompromised","Female","ProstateCancer",1
"11156",25,"Immunocompromised","Female","ProstateCancer",1
"11157",30,"Immunocompromised","Female","ProstateCancer",1
"11158",35,"Immunocompromised","Female","ProstateCancer",1
"11159",40,"Immunocompromised","Female","ProstateCancer",1
"11160",45,"Immunocompromised","Female","ProstateCancer",1
"11161",50,"Immunocompromised","Female","ProstateCancer",1
"11162",55,"Immunocompromised","Female","ProstateCancer",1
"11163",60,"Immunocompromised","Female","ProstateCancer",1
"11164",65,"Immunocompromised","Female","ProstateCancer",1
"11165",70,"Immunocompromised","Female","ProstateCancer",1
"11166",75,"Immunocompromised","Female","ProstateCancer",1
"11167",80,"Immunocompromised","Female","ProstateCancer",1
"11168",85,"Immunocompromised","Female","ProstateCancer",1
"11169",0,"Immunocompromised","Female","Suicide",1
"11170",15,"Immunocompromised","Female","Suicide",1
"11171",20,"Immunocompromised","Female","Suicide",1
"11172",25,"Immunocompromised","Female","Suicide",1
"11173",30,"Immunocompromised","Female","Suicide",1
"11174",35,"Immunocompromised","Female","Suicide",1
"11175",40,"Immunocompromised","Female","Suicide",1
"11176",45,"Immunocompromised","Female","Suicide",1
"11177",50,"Immunocompromised","Female","Suicide",1
"11178",55,"Immunocompromised","Female","Suicide",1
"11179",60,"Immunocompromised","Female","Suicide",1
"11180",65,"Immunocompromised","Female","Suicide",1
"11181",70,"Immunocompromised","Female","Suicide",1
"11182",75,"Immunocompromised","Female","Suicide",1
"11183",80,"Immunocompromised","Female","Suicide",1
"11184",85,"Immunocompromised","Female","Suicide",1
"11185",0,"Immunocompromised","Female","Type2Diabetes",1
"11186",15,"Immunocompromised","Female","Type2Diabetes",1
"11187",20,"Immunocompromised","Female","Type2Diabetes",1
"11188",25,"Immunocompromised","Female","Type2Diabetes",1
